"id","type","age","postal_code","suspicious_label"
2334,"private",21,90869,0
2335,"private",18,65552,0
2336,"private",29,10087,NA
2337,"private",20,21499,0
2338,"private",47,10142,1
2339,"private",25,90393,NA
2340,"private",20,62567,0
2341,"private",47,60426,NA
2342,"private",41,65039,1
2343,"private",43,63162,1
2344,"private",43,97079,NA
2345,"private",19,97359,1
2346,"private",23,80034,NA
2347,"private",25,97714,NA
2348,"private",29,40604,NA
2349,"private",14,70655,1
2350,"private",43,10063,0
2351,"private",24,35288,0
2352,"private",22,75714,NA
2353,"private",23,75642,0
2354,"private",30,80377,NA
2355,"private",28,80474,0
2356,"private",18,21886,NA
2357,"private",31,50898,NA
2358,"private",35,65303,0
2359,"private",24,80044,1
2360,"private",36,63353,NA
2361,"private",45,50990,0
2362,"private",45,30449,0
2363,"private",41,70491,NA
2364,"private",48,80864,0
2365,"private",37,35764,0
2366,"private",44,80335,0
2367,"private",44,39582,0
2368,"private",56,30914,0
2369,"private",58,25858,NA
2370,"private",61,22568,0
2371,"private",51,55233,NA
2372,"private",41,60324,0
2373,"private",55,39019,NA
2374,"private",38,58587,0
2375,"private",51,25838,0
2376,"private",54,85221,0
2377,"private",44,39203,0
2378,"private",59,55464,0
2379,"private",61,72289,NA
2380,"private",57,39783,0
2381,"private",64,62332,0
2382,"private",58,55583,NA
2383,"private",18,85979,1
2384,"private",23,41560,1
2385,"private",62,62987,0
2386,"private",68,30917,0
2387,"private",52,58953,NA
2388,"private",48,41480,0
2389,"private",63,80572,0
2390,"private",21,21849,NA
2391,"private",69,63457,0
2392,"private",74,90810,0
2393,"private",77,35892,0
2394,"private",71,90386,0
2395,"private",58,30406,NA
2396,"private",80,75538,NA
2397,"private",56,10461,NA
2398,"private",39,62016,1
2399,"private",27,20806,1
2400,"private",75,58291,0
2401,"private",65,22454,NA
2402,"private",71,21054,0
2403,"private",63,85342,0
2404,"private",61,21247,NA
2405,"private",81,22660,0
2406,"private",66,11032,NA
2407,"private",84,85221,0
2408,"private",87,21732,NA
2409,"private",101,75248,0
2410,"private",14,60577,NA
2411,"private",17,30611,0
2412,"private",10,11626,0
2413,"private",14,22721,0
2414,"private",8,35057,0
2415,"private",11,39790,NA
2416,"private",16,55019,0
2417,"private",25,90898,NA
2418,"private",31,50768,NA
2419,"private",29,25664,NA
2420,"private",20,80209,0
2421,"private",22,90557,0
2422,"private",23,22432,0
2423,"private",22,60966,0
2424,"private",21,97306,0
2425,"private",14,39020,0
2426,"private",26,30688,0
2427,"private",28,22556,0
2428,"private",34,10441,0
2429,"private",32,90783,0
2430,"private",27,11693,0
2431,"private",31,63768,NA
2432,"private",20,65991,1
2433,"private",22,80679,0
2434,"private",34,58015,0
2435,"private",35,41239,1
2436,"private",26,41820,0
2437,"private",43,50885,1
2438,"private",26,85826,0
2439,"private",29,75368,NA
2440,"private",36,30056,0
2441,"private",37,85903,1
2442,"private",37,22645,NA
2443,"private",23,58959,0
2444,"private",34,80762,0
2445,"private",27,65742,0
2446,"private",34,90810,1
2447,"private",40,10999,1
2448,"private",37,75853,NA
2449,"private",32,97828,0
2450,"private",46,58658,0
2451,"private",36,25342,1
2452,"private",34,80657,1
2453,"private",42,62168,0
2454,"private",41,21010,0
2455,"private",34,85165,1
2456,"private",52,70776,NA
2457,"private",41,25907,0
2458,"private",41,41795,0
2459,"private",40,50388,0
2460,"private",43,72564,0
2461,"private",47,22323,0
2462,"private",50,22038,0
2463,"private",49,40342,1
2464,"private",38,97654,0
2465,"private",52,10779,0
2466,"private",54,35614,NA
2467,"private",63,22780,NA
2468,"private",18,55209,1
2469,"private",44,41728,0
2470,"private",27,97545,1
2471,"private",56,30574,0
2472,"private",65,41035,NA
2473,"private",62,11945,0
2474,"private",21,90237,1
2475,"private",57,20703,0
2476,"private",53,50305,0
2477,"private",78,21114,0
2478,"private",18,40712,1
2479,"private",65,72587,0
2480,"private",17,41817,NA
2481,"private",56,70189,NA
2482,"private",62,25641,NA
2483,"private",21,25432,NA
2484,"private",22,65531,NA
2485,"private",59,63357,NA
2486,"private",70,22909,NA
2487,"private",70,80299,0
2488,"private",26,97950,1
2489,"private",78,65037,0
2490,"private",73,30166,0
2491,"private",74,58616,0
2492,"private",85,90929,0
2493,"private",70,20378,0
2494,"private",17,90459,1
2495,"private",74,62979,0
2496,"private",67,55476,NA
2497,"private",74,11761,0
2498,"private",71,55946,0
2499,"private",87,10321,NA
2500,"private",84,60797,0
2501,"private",80,80654,0
2502,"private",77,60169,0
2503,"private",84,22648,0
2504,"private",12,72822,0
2505,"private",10,30771,0
2506,"private",16,40964,0
2507,"private",23,35717,1
2508,"private",14,55066,0
2509,"private",9,55934,0
2510,"private",26,20179,NA
2511,"private",11,39436,0
2512,"private",16,72479,NA
2513,"private",11,75616,0
2514,"private",16,39514,0
2515,"private",15,60148,0
2516,"private",17,41938,NA
2517,"private",20,22707,NA
2518,"private",25,85162,0
2519,"private",14,50930,0
2520,"private",23,35540,0
2521,"private",29,25697,1
2522,"private",23,11972,NA
2523,"private",28,90531,0
2524,"private",43,63421,1
2525,"private",27,90710,NA
2526,"private",35,50266,0
2527,"private",23,25994,0
2528,"private",29,80856,0
2529,"private",26,39468,0
2530,"private",45,39780,NA
2531,"private",45,25945,1
2532,"private",25,75300,0
2533,"private",32,80559,NA
2534,"private",34,85337,0
2535,"private",31,30426,NA
2536,"private",30,30953,1
2537,"private",28,35607,0
2538,"private",27,30836,NA
2539,"private",25,85991,0
2540,"private",35,22701,0
2541,"private",35,80936,0
2542,"private",32,41076,0
2543,"private",28,25706,1
2544,"private",32,80199,1
2545,"private",38,62015,0
2546,"private",32,65942,1
2547,"private",38,50584,NA
2548,"private",44,50583,0
2549,"private",39,55947,NA
2550,"private",56,72215,1
2551,"private",41,60311,0
2552,"private",43,58394,0
2553,"private",51,40885,0
2554,"private",37,21034,0
2555,"private",36,62553,1
2556,"private",47,97331,NA
2557,"private",56,30522,0
2558,"private",18,20998,NA
2559,"private",36,30781,0
2560,"private",42,11752,0
2561,"private",13,72318,1
2562,"private",46,62916,0
2563,"private",57,62440,0
2564,"private",54,97030,0
2565,"private",21,30490,1
2566,"private",46,60647,0
2567,"private",17,72764,1
2568,"private",43,11644,0
2569,"private",47,10102,0
2570,"private",51,41932,0
2571,"private",60,70795,NA
2572,"private",53,65021,0
2573,"private",70,50563,0
2574,"private",28,75205,1
2575,"private",60,10027,0
2576,"private",67,58073,0
2577,"private",55,10693,0
2578,"private",74,63876,0
2579,"private",73,58736,0
2580,"private",28,70914,1
2581,"private",28,85542,1
2582,"private",63,22580,NA
2583,"private",77,41749,0
2584,"private",65,10598,NA
2585,"private",25,58498,1
2586,"private",56,41324,0
2587,"private",68,97186,0
2588,"private",71,90615,0
2589,"private",32,11961,NA
2590,"private",79,60399,0
2591,"private",68,50057,NA
2592,"private",87,25965,0
2593,"private",22,20240,NA
2594,"private",37,80221,1
2595,"private",76,25484,NA
2596,"private",57,90132,0
2597,"private",88,55318,0
2598,"private",71,60072,0
2599,"private",35,60131,NA
2600,"private",77,90738,0
2601,"private",9,35212,0
2602,"private",12,85721,0
2603,"private",11,55643,NA
2604,"private",15,41909,0
2605,"private",12,22228,0
2606,"private",18,65712,1
2607,"private",23,85176,NA
2608,"private",13,21749,NA
2609,"private",26,97607,NA
2610,"private",34,25233,1
2611,"private",31,30259,1
2612,"private",19,25645,0
2613,"private",19,70272,0
2614,"private",14,60075,0
2615,"private",23,63543,NA
2616,"private",23,80953,0
2617,"private",29,50656,0
2618,"private",33,20577,NA
2619,"private",24,30546,NA
2620,"private",24,10954,0
2621,"private",28,62117,0
2622,"private",16,70499,0
2623,"private",26,39891,0
2624,"private",33,72880,0
2625,"private",28,70860,0
2626,"private",27,80412,NA
2627,"private",27,97190,0
2628,"private",34,55825,0
2629,"private",29,41289,0
2630,"private",39,72085,0
2631,"private",26,40976,NA
2632,"private",32,97988,0
2633,"private",49,72849,0
2634,"private",33,21307,1
2635,"private",30,65977,NA
2636,"private",28,22617,0
2637,"private",43,20114,NA
2638,"private",42,25589,NA
2639,"private",49,25645,0
2640,"private",47,20602,NA
2641,"private",37,30466,NA
2642,"private",52,85023,NA
2643,"private",45,41712,0
2644,"private",26,90999,1
2645,"private",45,35413,0
2646,"private",30,35556,1
2647,"private",47,11698,NA
2648,"private",46,55251,NA
2649,"private",48,63888,0
2650,"private",54,75505,0
2651,"private",47,97222,0
2652,"private",47,39194,0
2653,"private",38,20983,1
2654,"private",35,80914,1
2655,"private",55,40362,0
2656,"private",60,62326,0
2657,"private",62,72885,0
2658,"private",50,25474,0
2659,"private",50,58323,NA
2660,"private",57,80579,NA
2661,"private",40,60891,1
2662,"private",74,85187,0
2663,"private",21,30236,1
2664,"private",17,70447,1
2665,"private",61,70381,0
2666,"private",79,21696,0
2667,"private",75,10678,0
2668,"private",51,80907,0
2669,"private",16,75686,1
2670,"private",76,22385,0
2671,"private",61,97144,NA
2672,"private",22,50807,1
2673,"private",57,55646,0
2674,"private",64,80577,0
2675,"private",75,21097,NA
2676,"private",30,58040,NA
2677,"private",69,41534,0
2678,"private",25,41403,1
2679,"private",63,70593,NA
2680,"private",74,70921,0
2681,"private",76,60301,NA
2682,"private",72,63437,NA
2683,"private",84,21595,0
2684,"private",73,35333,NA
2685,"private",65,40848,0
2686,"private",79,97671,0
2687,"private",71,10887,0
2688,"private",75,75689,NA
2689,"private",11,65078,0
2690,"private",9,72966,0
2691,"private",11,21845,0
2692,"private",16,41048,0
2693,"private",16,39305,NA
2694,"private",20,25384,1
2695,"private",16,80874,NA
2696,"private",25,63349,NA
2697,"private",23,10306,0
2698,"private",22,41444,1
2699,"private",19,22666,0
2700,"private",23,65494,1
2701,"private",21,85867,NA
2702,"private",13,72065,0
2703,"private",17,80601,0
2704,"private",17,11273,0
2705,"private",15,85108,0
2706,"private",24,20933,0
2707,"private",16,22767,0
2708,"private",16,97937,0
2709,"private",21,35156,0
2710,"private",28,39921,0
2711,"private",21,50451,NA
2712,"private",28,22800,0
2713,"private",29,70170,NA
2714,"private",33,20992,0
2715,"private",30,97376,0
2716,"private",26,90652,0
2717,"private",23,22951,0
2718,"private",35,75353,NA
2719,"private",36,11474,NA
2720,"private",36,75501,0
2721,"private",37,85284,0
2722,"private",39,41412,0
2723,"private",27,35745,NA
2724,"private",39,40267,0
2725,"private",40,30312,NA
2726,"private",32,65763,NA
2727,"private",34,22779,0
2728,"private",35,39110,NA
2729,"private",37,63434,0
2730,"private",55,20079,NA
2731,"private",31,85969,1
2732,"private",48,39083,NA
2733,"private",45,97175,NA
2734,"private",48,63855,NA
2735,"private",48,75149,0
2736,"private",52,85721,NA
2737,"private",47,58282,0
2738,"private",41,25271,0
2739,"private",40,65973,1
2740,"private",56,70469,0
2741,"private",57,50620,0
2742,"private",42,70780,NA
2743,"private",75,21598,0
2744,"private",49,72705,0
2745,"private",29,30367,1
2746,"private",48,60869,0
2747,"private",59,39066,0
2748,"private",53,30247,NA
2749,"private",28,30232,1
2750,"private",63,65272,0
2751,"private",41,25959,0
2752,"private",70,10421,0
2753,"private",59,65554,0
2754,"private",34,97956,1
2755,"private",70,55712,0
2756,"private",68,35333,0
2757,"private",70,90447,0
2758,"private",64,70126,NA
2759,"private",78,90289,0
2760,"private",33,35540,NA
2761,"private",69,65311,0
2762,"private",69,25906,0
2763,"private",38,70611,1
2764,"private",55,11220,0
2765,"private",82,75057,0
2766,"private",87,20945,NA
2767,"private",85,25170,0
2768,"private",78,90792,0
2769,"private",42,11214,1
2770,"private",42,21499,1
2771,"private",21,20832,NA
2772,"private",86,22468,0
2773,"private",87,80092,0
2774,"private",78,62948,0
2775,"private",7,41354,1
2776,"private",65,20582,0
2777,"private",63,30044,NA
2778,"private",71,50217,NA
2779,"private",9,35997,NA
2780,"private",13,65102,0
2781,"private",10,70651,NA
2782,"private",16,90212,NA
2783,"private",19,20091,1
2784,"private",12,35362,0
2785,"private",23,11718,1
2786,"private",10,41188,0
2787,"private",24,65923,NA
2788,"private",15,65408,0
2789,"private",26,20182,0
2790,"private",21,41262,1
2791,"private",17,35425,0
2792,"private",22,11287,0
2793,"private",27,85770,NA
2794,"private",16,39868,NA
2795,"private",15,55575,NA
2796,"private",29,21657,0
2797,"private",21,63285,NA
2798,"private",22,20540,NA
2799,"private",28,41950,NA
2800,"private",21,25817,0
2801,"private",24,21417,0
2802,"private",25,90871,NA
2803,"private",39,30655,NA
2804,"private",31,85059,0
2805,"private",29,50711,0
2806,"private",30,22154,NA
2807,"private",18,75882,1
2808,"private",29,62515,NA
2809,"private",25,65704,0
2810,"private",39,80936,0
2811,"private",48,85405,0
2812,"private",24,20520,1
2813,"private",27,40093,NA
2814,"private",43,62812,0
2815,"private",38,58974,0
2816,"private",32,55330,NA
2817,"private",51,22044,0
2818,"private",43,90135,0
2819,"private",46,39999,0
2820,"private",37,90466,NA
2821,"private",38,25318,0
2822,"private",47,10468,0
2823,"private",39,72276,0
2824,"private",60,40147,0
2825,"private",45,63208,0
2826,"private",58,10852,0
2827,"private",55,10375,0
2828,"private",41,41721,NA
2829,"private",43,50548,NA
2830,"private",50,70710,0
2831,"private",69,20527,0
2832,"private",30,85878,1
2833,"private",72,58095,NA
2834,"private",33,63265,1
2835,"private",38,10625,0
2836,"private",61,40584,NA
2837,"private",20,60546,1
2838,"private",15,65459,1
2839,"private",55,55359,0
2840,"private",47,21933,0
2841,"private",32,63335,1
2842,"private",57,10921,0
2843,"private",65,40598,0
2844,"private",34,39016,1
2845,"private",63,90847,0
2846,"private",66,10571,0
2847,"private",62,10778,NA
2848,"private",72,63214,0
2849,"private",61,50160,0
2850,"private",63,60961,0
2851,"private",69,30749,0
2852,"private",65,21202,0
2853,"private",66,65530,NA
2854,"private",70,63458,0
2855,"private",72,55774,NA
2856,"private",75,30984,0
2857,"private",68,20011,0
2858,"private",71,41382,0
2859,"private",73,11395,0
2860,"private",78,58586,0
2861,"private",90,97874,NA
2862,"private",33,40816,1
2863,"private",64,30796,NA
2864,"private",74,70060,0
2865,"private",7,70394,0
2866,"private",8,22778,NA
2867,"private",8,63946,0
2868,"private",12,75211,0
2869,"private",17,72736,0
2870,"private",18,97225,0
2871,"private",12,97823,0
2872,"private",13,41468,NA
2873,"private",19,63317,0
2874,"private",18,58562,0
2875,"private",16,62983,0
2876,"private",22,50676,0
2877,"private",25,70136,0
2878,"private",22,60338,0
2879,"private",32,58434,0
2880,"private",39,63514,NA
2881,"private",32,50795,0
2882,"private",25,21796,0
2883,"private",26,35435,0
2884,"private",28,65389,NA
2885,"private",21,85258,NA
2886,"private",42,20004,1
2887,"private",42,80443,1
2888,"private",33,85088,0
2889,"private",32,60359,0
2890,"private",31,65137,NA
2891,"private",28,80865,0
2892,"private",47,10589,0
2893,"private",36,60973,0
2894,"private",47,90151,NA
2895,"private",40,62533,NA
2896,"private",40,85665,0
2897,"private",32,10226,1
2898,"private",35,25355,0
2899,"private",37,55195,0
2900,"private",50,85692,0
2901,"private",33,90696,1
2902,"private",47,70508,0
2903,"private",43,39193,NA
2904,"private",35,70609,0
2905,"private",48,41809,0
2906,"private",39,55021,NA
2907,"private",45,21940,0
2908,"private",31,65207,1
2909,"private",42,22375,NA
2910,"private",51,65307,NA
2911,"private",53,50959,NA
2912,"private",55,50269,NA
2913,"private",17,75659,1
2914,"private",52,25657,0
2915,"private",53,75083,NA
2916,"private",46,41380,0
2917,"private",50,20422,0
2918,"private",19,50579,1
2919,"private",46,85003,0
2920,"private",76,62854,NA
2921,"private",42,10801,NA
2922,"private",62,40805,NA
2923,"private",62,35020,0
2924,"private",14,22517,1
2925,"private",57,70699,0
2926,"private",62,39767,0
2927,"private",21,10040,1
2928,"private",15,35332,1
2929,"private",58,80843,0
2930,"private",58,21126,0
2931,"private",56,70436,NA
2932,"private",59,85853,NA
2933,"private",68,22408,0
2934,"private",55,63731,NA
2935,"private",29,41496,NA
2936,"private",63,20365,0
2937,"private",66,58743,NA
2938,"private",82,62990,0
2939,"private",28,63638,NA
2940,"private",80,39131,0
2941,"private",29,97019,1
2942,"private",21,75612,1
2943,"private",86,25474,NA
2944,"private",77,50532,NA
2945,"private",79,39882,NA
2946,"private",25,70688,1
2947,"private",62,21735,NA
2948,"private",29,62490,1
2949,"private",32,30429,NA
2950,"private",80,41210,0
2951,"private",85,70143,0
2952,"private",68,65180,0
2953,"private",84,22375,0
2954,"private",14,41047,0
2955,"private",11,30775,0
2956,"private",13,75710,0
2957,"private",15,65734,NA
2958,"private",15,22975,NA
2959,"private",13,72654,0
2960,"private",17,60297,0
2961,"private",22,58159,0
2962,"private",18,60203,0
2963,"private",31,20568,1
2964,"private",20,10548,NA
2965,"private",23,58320,NA
2966,"private",26,72893,NA
2967,"private",35,63103,0
2968,"private",27,97492,1
2969,"private",13,11751,0
2970,"private",25,21821,NA
2971,"private",31,30411,1
2972,"private",34,41700,1
2973,"private",22,85494,NA
2974,"private",28,65420,0
2975,"private",27,10766,0
2976,"private",24,20052,0
2977,"private",36,62704,0
2978,"private",20,97366,NA
2979,"private",36,70459,0
2980,"private",37,80274,NA
2981,"private",36,50186,1
2982,"private",30,20938,0
2983,"private",36,10383,1
2984,"private",31,11632,NA
2985,"private",45,22662,1
2986,"private",32,62257,NA
2987,"private",43,62900,0
2988,"private",43,41354,0
2989,"private",36,39223,NA
2990,"private",47,70607,0
2991,"private",35,97178,NA
2992,"private",39,58086,0
2993,"private",45,25641,NA
2994,"private",37,21755,NA
2995,"private",36,21877,0
2996,"private",34,72552,0
2997,"private",42,35819,0
2998,"private",45,75638,0
2999,"private",56,21219,0
3000,"private",49,30097,0
3001,"private",54,10252,0
3002,"private",46,70983,NA
3003,"private",52,97409,NA
3004,"private",42,70305,NA
3005,"private",61,90116,NA
3006,"private",37,30662,NA
3007,"private",59,11725,0
3008,"private",51,11113,0
3009,"private",48,11802,0
3010,"private",52,21394,0
3011,"private",49,35189,0
3012,"private",46,40069,0
3013,"private",49,58636,0
3014,"private",38,85973,NA
3015,"private",56,50574,0
3016,"private",60,97967,1
3017,"private",16,50082,1
3018,"private",70,22833,NA
3019,"private",66,65849,0
3020,"private",13,75900,1
3021,"private",23,39031,1
3022,"private",51,50930,0
3023,"private",53,70856,NA
3024,"private",22,30112,1
3025,"private",64,58692,0
3026,"private",28,58351,1
3027,"private",71,63786,NA
3028,"private",62,25124,0
3029,"private",72,80675,0
3030,"private",72,20634,NA
3031,"private",75,80741,0
3032,"private",79,20455,0
3033,"private",66,11447,0
3034,"private",19,41281,1
3035,"private",75,63441,NA
3036,"private",73,30413,NA
3037,"private",89,20905,0
3038,"private",75,10018,NA
3039,"private",79,11418,0
3040,"private",89,35228,0
3041,"private",70,63329,0
3042,"private",8,11741,NA
3043,"private",8,97730,NA
3044,"private",21,65218,1
3045,"private",13,20408,0
3046,"private",17,72615,0
3047,"private",15,72782,0
3048,"private",15,72098,NA
3049,"private",16,60310,NA
3050,"private",15,55423,NA
3051,"private",28,39456,1
3052,"private",23,30065,0
3053,"private",15,63368,0
3054,"private",17,58163,NA
3055,"private",21,75166,NA
3056,"private",35,25347,1
3057,"private",19,90113,0
3058,"private",32,97018,0
3059,"private",19,35611,0
3060,"private",35,63140,1
3061,"private",21,60394,0
3062,"private",25,20847,0
3063,"private",25,20751,0
3064,"private",26,35534,0
3065,"private",30,55244,1
3066,"private",29,40603,NA
3067,"private",29,21275,NA
3068,"private",33,75689,NA
3069,"private",27,72300,0
3070,"private",28,75566,0
3071,"private",41,22436,0
3072,"private",22,20159,NA
3073,"private",33,97654,0
3074,"private",29,55360,0
3075,"private",39,22251,0
3076,"private",43,62689,0
3077,"private",37,30896,0
3078,"private",33,30384,0
3079,"private",41,63755,0
3080,"private",48,58840,0
3081,"private",38,21593,0
3082,"private",50,35276,NA
3083,"private",25,50474,NA
3084,"private",40,10708,NA
3085,"private",36,35671,1
3086,"private",56,97109,0
3087,"private",46,90433,NA
3088,"private",37,35627,NA
3089,"private",48,97620,NA
3090,"private",44,21125,0
3091,"private",30,58087,1
3092,"private",61,41140,0
3093,"private",56,22441,0
3094,"private",51,22255,0
3095,"private",59,22644,0
3096,"private",56,65476,NA
3097,"private",70,20186,NA
3098,"private",32,97007,NA
3099,"private",26,90522,NA
3100,"private",56,55119,0
3101,"private",40,21079,1
3102,"private",62,11833,0
3103,"private",65,85717,NA
3104,"private",37,85709,1
3105,"private",59,50500,0
3106,"private",58,39067,0
3107,"private",76,75707,0
3108,"private",67,20547,0
3109,"private",62,65756,NA
3110,"private",77,40314,0
3111,"private",65,40548,0
3112,"private",58,75427,NA
3113,"private",63,62511,0
3114,"private",30,39858,NA
3115,"private",69,30174,0
3116,"private",77,60961,NA
3117,"private",39,70120,1
3118,"private",75,35799,NA
3119,"private",85,22999,0
3120,"private",44,10211,1
3121,"private",63,90750,0
3122,"private",79,25988,0
3123,"private",55,50696,NA
3124,"private",93,63142,NA
3125,"private",79,97410,0
3126,"private",81,63780,0
3127,"private",84,20045,0
3128,"private",10,11881,0
3129,"private",12,50721,0
3130,"private",16,30752,0
3131,"private",17,63588,0
3132,"private",15,90606,0
3133,"private",40,72414,NA
3134,"private",37,75439,NA
3135,"private",15,41669,NA
3136,"private",13,39122,NA
3137,"private",15,41438,0
3138,"private",15,30409,NA
3139,"private",22,11798,0
3140,"private",18,11079,0
3141,"private",14,21071,NA
3142,"private",23,30728,NA
3143,"private",17,25958,0
3144,"private",20,80430,0
3145,"private",14,30693,0
3146,"private",20,22556,1
3147,"private",23,11630,0
3148,"private",23,60333,1
3149,"private",24,39699,1
3150,"private",20,55714,0
3151,"private",36,80167,0
3152,"private",24,65777,0
3153,"private",39,80569,0
3154,"private",24,41509,0
3155,"private",25,80116,NA
3156,"private",29,70788,0
3157,"private",27,50004,0
3158,"private",33,22798,0
3159,"private",39,60508,NA
3160,"private",25,21080,1
3161,"private",27,35195,0
3162,"private",49,60472,NA
3163,"private",37,39537,0
3164,"private",14,70489,1
3165,"private",48,50426,0
3166,"private",32,72864,NA
3167,"private",27,58349,1
3168,"private",45,62123,NA
3169,"private",46,50678,0
3170,"private",44,40733,0
3171,"private",27,60591,NA
3172,"private",44,39617,0
3173,"private",42,90200,0
3174,"private",48,40590,0
3175,"private",45,80472,NA
3176,"private",39,35473,NA
3177,"private",34,25696,1
3178,"private",56,55671,NA
3179,"private",32,21195,0
3180,"private",50,25636,NA
3181,"private",58,85917,NA
3182,"private",51,41008,0
3183,"private",71,10169,0
3184,"private",59,90210,NA
3185,"private",47,58486,0
3186,"private",67,22985,NA
3187,"private",60,11393,NA
3188,"private",53,58916,0
3189,"private",71,22081,0
3190,"private",62,97950,0
3191,"private",59,39057,0
3192,"private",75,21227,0
3193,"private",71,21471,NA
3194,"private",28,50721,1
3195,"private",64,25479,NA
3196,"private",70,60618,NA
3197,"private",83,62932,NA
3198,"private",70,75858,0
3199,"private",23,41375,1
3200,"private",70,35363,0
3201,"private",72,72646,NA
3202,"private",82,75987,0
3203,"private",78,80511,0
3204,"private",71,80936,0
3205,"private",77,70839,0
3206,"private",87,22534,0
3207,"private",27,85681,1
3208,"private",33,10291,1
3209,"private",81,80278,NA
3210,"private",65,97972,0
3211,"private",30,58244,1
3212,"private",76,70033,0
3213,"private",73,70751,0
3214,"private",81,11577,0
3215,"private",10,90951,0
3216,"private",10,40944,NA
3217,"private",12,70768,0
3218,"private",34,97690,NA
3219,"private",37,58266,1
3220,"private",16,21540,0
3221,"private",22,35078,0
3222,"private",13,20850,NA
3223,"private",13,85221,0
3224,"private",15,35310,0
3225,"private",20,70164,0
3226,"private",17,10946,0
3227,"private",15,63625,0
3228,"private",29,65368,1
3229,"private",23,80543,0
3230,"private",22,65983,0
3231,"private",29,35257,0
3232,"private",28,72713,1
3233,"private",24,90308,NA
3234,"private",12,70742,NA
3235,"private",31,62809,0
3236,"private",20,60439,NA
3237,"private",34,65233,0
3238,"private",29,41950,NA
3239,"private",33,50095,0
3240,"private",29,21302,0
3241,"private",33,25802,0
3242,"private",24,10240,1
3243,"private",32,11157,NA
3244,"private",35,65629,0
3245,"private",43,22532,1
3246,"private",28,10957,0
3247,"private",50,10362,NA
3248,"private",41,80481,0
3249,"private",33,65925,0
3250,"private",44,97041,0
3251,"private",48,65389,NA
3252,"private",39,11503,0
3253,"private",37,30299,0
3254,"private",46,35697,0
3255,"private",42,21705,0
3256,"private",54,90825,NA
3257,"private",44,90337,0
3258,"private",44,40175,0
3259,"private",36,22971,0
3260,"private",49,65171,NA
3261,"private",39,50024,1
3262,"private",36,60266,0
3263,"private",51,21222,NA
3264,"private",49,63277,NA
3265,"private",51,63301,NA
3266,"private",55,72826,NA
3267,"private",32,62914,1
3268,"private",59,63422,NA
3269,"private",61,90537,0
3270,"private",56,41669,NA
3271,"private",53,10409,0
3272,"private",49,60636,NA
3273,"private",63,55817,0
3274,"private",60,22324,0
3275,"private",62,62403,0
3276,"private",57,60752,0
3277,"private",70,97502,0
3278,"private",54,20979,NA
3279,"private",68,60713,0
3280,"private",72,55384,0
3281,"private",33,63476,1
3282,"private",61,63761,0
3283,"private",57,62041,0
3284,"private",73,35958,0
3285,"private",64,65086,NA
3286,"private",83,90460,0
3287,"private",89,85421,NA
3288,"private",83,41026,0
3289,"private",14,30603,1
3290,"private",76,72617,NA
3291,"private",74,60470,0
3292,"private",76,80094,0
3293,"private",72,10301,0
3294,"private",84,50748,0
3295,"private",74,21954,NA
3296,"private",12,62163,NA
3297,"private",10,97869,NA
3298,"private",23,10895,1
3299,"private",8,41795,0
3300,"private",17,35915,NA
3301,"private",12,39567,NA
3302,"private",10,85460,NA
3303,"private",26,55516,1
3304,"private",18,30297,1
3305,"private",16,80427,0
3306,"private",15,35153,NA
3307,"private",21,75320,1
3308,"private",20,97415,NA
3309,"private",17,41803,NA
3310,"private",24,58685,0
3311,"private",32,21730,1
3312,"private",19,30392,0
3313,"private",14,97634,0
3314,"private",20,10571,1
3315,"private",25,62292,0
3316,"private",31,35380,NA
3317,"private",31,25719,0
3318,"private",18,58025,1
3319,"private",34,85455,0
3320,"private",20,10852,NA
3321,"private",34,80574,NA
3322,"private",28,25047,0
3323,"private",39,22239,NA
3324,"private",36,60839,0
3325,"private",26,50656,NA
3326,"private",27,70348,1
3327,"private",25,62918,1
3328,"private",33,30802,NA
3329,"private",30,72923,0
3330,"private",37,80768,0
3331,"private",29,72850,NA
3332,"private",41,72736,0
3333,"private",34,85219,0
3334,"private",44,85728,NA
3335,"private",32,90853,0
3336,"private",51,21883,0
3337,"private",44,11537,0
3338,"private",30,85833,NA
3339,"private",46,22659,0
3340,"private",24,75535,1
3341,"private",67,50785,0
3342,"private",36,55341,0
3343,"private",52,40546,0
3344,"private",56,62726,0
3345,"private",56,39041,0
3346,"private",40,97795,0
3347,"private",38,20694,0
3348,"private",48,40296,0
3349,"private",43,21709,NA
3350,"private",65,62861,NA
3351,"private",67,62297,0
3352,"private",50,62981,NA
3353,"private",59,62872,0
3354,"private",59,62143,NA
3355,"private",58,65923,0
3356,"private",60,75290,0
3357,"private",56,60652,0
3358,"private",43,80520,0
3359,"private",62,62545,0
3360,"private",65,30804,0
3361,"private",65,80603,0
3362,"private",65,65878,0
3363,"private",26,62020,NA
3364,"private",62,65333,0
3365,"private",70,39604,0
3366,"private",68,10608,NA
3367,"private",66,41125,0
3368,"private",25,80703,1
3369,"private",38,25096,NA
3370,"private",71,10745,0
3371,"private",81,50713,NA
3372,"private",68,97585,0
3373,"private",74,65993,0
3374,"private",74,65526,0
3375,"private",65,62188,0
3376,"private",65,40445,0
3377,"private",32,80092,1
3378,"private",90,90832,0
3379,"private",60,35549,0
3380,"private",75,65248,0
3381,"private",35,80236,1
3382,"private",79,25113,NA
3383,"private",40,10511,1
3384,"private",7,55984,0
