"id","tx","date"
2915,48.7,"2023-10-25"
2916,78.49,"2023-10-25"
2917,254.83,"2023-10-25"
2917,95.53,"2023-10-25"
2918,871.98,"2023-10-25"
2918,3558.05,"2023-10-25"
2919,180.98,"2023-10-25"
2920,324.07,"2023-10-25"
2920,539.2,"2023-10-25"
2922,119.22,"2023-10-25"
2923,117.52,"2023-10-25"
2923,456.94,"2023-10-25"
2925,34.48,"2023-10-25"
2925,274.06,"2023-10-25"
2927,1270.08,"2023-10-25"
2927,5569.32,"2023-10-25"
2928,1056.7,"2023-10-25"
2928,1546.18,"2023-10-25"
2928,352.61,"2023-10-25"
2929,106.64,"2023-10-25"
2930,51.23,"2023-10-25"
2931,334.35,"2023-10-25"
2933,166.04,"2023-10-25"
2935,843.93,"2023-10-25"
2935,1532.51,"2023-10-25"
2936,589.73,"2023-10-25"
2937,90.41,"2023-10-25"
2938,259.89,"2023-10-25"
2940,166.38,"2023-10-25"
2941,464.04,"2023-10-25"
2942,241.54,"2023-10-25"
2942,4239.27,"2023-10-25"
2946,6187.06,"2023-10-25"
2946,4505.46,"2023-10-25"
2946,495.12,"2023-10-25"
2947,121.18,"2023-10-25"
2948,9107.51,"2023-10-25"
2948,2780.12,"2023-10-25"
2950,315.5,"2023-10-25"
2952,1901.11,"2023-10-25"
2952,98.4,"2023-10-25"
2953,97.45,"2023-10-25"
2953,92.66,"2023-10-25"
2956,170.13,"2023-10-25"
2956,86.81,"2023-10-25"
2956,283.16,"2023-10-25"
2958,126.59,"2023-10-25"
2958,61.24,"2023-10-25"
2959,1255.15,"2023-10-25"
2961,187.69,"2023-10-25"
2961,15.98,"2023-10-25"
2961,127.83,"2023-10-25"
2963,96.01,"2023-10-25"
2963,977.33,"2023-10-25"
2964,472.17,"2023-10-25"
2965,87.36,"2023-10-25"
2967,147.55,"2023-10-25"
2967,212.94,"2023-10-25"
2971,1353.25,"2023-10-25"
2971,7889.02,"2023-10-25"
2972,7595.44,"2023-10-25"
2973,712.74,"2023-10-25"
2975,566.51,"2023-10-25"
2976,1763.73,"2023-10-25"
2977,139.06,"2023-10-25"
2977,189.05,"2023-10-25"
2977,33.56,"2023-10-25"
2977,149.11,"2023-10-25"
2979,126.94,"2023-10-25"
2979,188.78,"2023-10-25"
2981,1267.18,"2023-10-25"
2981,977.95,"2023-10-25"
2982,2381.92,"2023-10-25"
2982,264.79,"2023-10-25"
2983,13831.67,"2023-10-25"
2986,293.54,"2023-10-25"
2986,25.81,"2023-10-25"
2986,161.44,"2023-10-25"
2987,682.14,"2023-10-25"
2987,964.32,"2023-10-25"
2987,1912.37,"2023-10-25"
2987,93.33,"2023-10-25"
2988,474.24,"2023-10-25"
2990,689.76,"2023-10-25"
2991,106.76,"2023-10-25"
2991,412.39,"2023-10-25"
2993,1580.88,"2023-10-25"
2993,4195.19,"2023-10-25"
2995,200.72,"2023-10-25"
2995,121.42,"2023-10-25"
2997,257.26,"2023-10-25"
2997,54.51,"2023-10-25"
2999,400.12,"2023-10-25"
3000,129.9,"2023-10-25"
3000,294.54,"2023-10-25"
3002,200.81,"2023-10-25"
3002,211.33,"2023-10-25"
3002,77.34,"2023-10-25"
3003,136.29,"2023-10-25"
3004,100.89,"2023-10-25"
3005,1035.81,"2023-10-25"
3006,9067.37,"2023-10-25"
3007,334.55,"2023-10-25"
3007,56.44,"2023-10-25"
3008,50.08,"2023-10-25"
3009,183.05,"2023-10-25"
3009,485.7,"2023-10-25"
3010,673.4,"2023-10-25"
3010,53.9,"2023-10-25"
3011,243.55,"2023-10-25"
3011,249.97,"2023-10-25"
3011,196.5,"2023-10-25"
3011,63.51,"2023-10-25"
3012,294.63,"2023-10-25"
3013,22.31,"2023-10-25"
3017,2444.94,"2023-10-25"
3017,253.13,"2023-10-25"
3018,162.4,"2023-10-25"
3019,147.64,"2023-10-25"
3019,87.21,"2023-10-25"
3021,763.54,"2023-10-25"
3022,253.16,"2023-10-25"
3022,580.86,"2023-10-25"
3024,1277.29,"2023-10-25"
3025,82.95,"2023-10-25"
3025,77.31,"2023-10-25"
3026,2388.77,"2023-10-25"
3026,734.1,"2023-10-25"
3027,32.2,"2023-10-25"
3027,158.14,"2023-10-25"
3028,372.99,"2023-10-25"
3028,238.11,"2023-10-25"
3028,829.66,"2023-10-25"
3029,1947.84,"2023-10-25"
3030,335.66,"2023-10-25"
3030,150.24,"2023-10-25"
3030,639.72,"2023-10-25"
3031,328.1,"2023-10-25"
3032,1269.77,"2023-10-25"
3033,221.72,"2023-10-25"
3035,154.09,"2023-10-25"
3035,421.58,"2023-10-25"
3036,221.15,"2023-10-25"
3037,227.08,"2023-10-25"
3039,757.78,"2023-10-25"
3040,45.34,"2023-10-25"
3040,88.88,"2023-10-25"
3041,80.08,"2023-10-25"
3043,71.71,"2023-10-25"
3046,161.19,"2023-10-25"
3047,98.91,"2023-10-25"
3048,336.71,"2023-10-25"
3049,588.59,"2023-10-25"
3050,75.88,"2023-10-25"
3050,226.86,"2023-10-25"
3051,1575.62,"2023-10-25"
3053,65.62,"2023-10-25"
3053,215.54,"2023-10-25"
3053,76.1,"2023-10-25"
3056,412.29,"2023-10-25"
3056,191.21,"2023-10-25"
3057,1001.76,"2023-10-25"
3058,297.54,"2023-10-25"
3058,241.85,"2023-10-25"
3059,635.31,"2023-10-25"
3059,1279.97,"2023-10-25"
3060,565.66,"2023-10-25"
3060,345.53,"2023-10-25"
3060,1077.35,"2023-10-25"
3060,272.53,"2023-10-25"
3061,87.01,"2023-10-25"
3061,146.18,"2023-10-25"
3061,95.83,"2023-10-25"
3063,881.41,"2023-10-25"
3065,3529.16,"2023-10-25"
3065,3159.24,"2023-10-25"
3066,794.29,"2023-10-25"
3066,675.8,"2023-10-25"
3067,168.34,"2023-10-25"
3068,197.56,"2023-10-25"
3068,74.64,"2023-10-25"
3068,98.21,"2023-10-25"
3069,43.05,"2023-10-25"
3069,351.55,"2023-10-25"
3070,132.7,"2023-10-25"
3071,273.68,"2023-10-25"
3071,126.16,"2023-10-25"
3072,46.5,"2023-10-25"
3072,69.5,"2023-10-25"
3073,326.14,"2023-10-25"
3074,84.39,"2023-10-25"
3075,41.51,"2023-10-25"
3076,39.4,"2023-10-25"
3076,109.86,"2023-10-25"
3076,281.01,"2023-10-25"
3077,110.86,"2023-10-25"
3078,92.3,"2023-10-25"
3079,158.95,"2023-10-25"
3079,183.97,"2023-10-25"
3080,435.61,"2023-10-25"
3080,181.36,"2023-10-25"
3081,193.37,"2023-10-25"
3081,152.21,"2023-10-25"
3081,80.48,"2023-10-25"
3083,1085.59,"2023-10-25"
3085,300.22,"2023-10-25"
3086,865.96,"2023-10-25"
3087,188.62,"2023-10-25"
3087,22.56,"2023-10-25"
3087,43.04,"2023-10-25"
3088,344.56,"2023-10-25"
3089,15.38,"2023-10-25"
3091,2222.89,"2023-10-25"
3091,1514.55,"2023-10-25"
3091,546.7,"2023-10-25"
3092,90.03,"2023-10-25"
3092,43.78,"2023-10-25"
3093,46.24,"2023-10-25"
3095,106.72,"2023-10-25"
3095,35.83,"2023-10-25"
3096,131.47,"2023-10-25"
3099,876.63,"2023-10-25"
3101,1722.83,"2023-10-25"
3102,251.24,"2023-10-25"
3102,196.56,"2023-10-25"
3102,280.68,"2023-10-25"
3102,178.15,"2023-10-25"
3104,595.15,"2023-10-25"
3106,144.68,"2023-10-25"
3107,626.17,"2023-10-25"
3107,794.43,"2023-10-25"
3109,262.75,"2023-10-25"
3109,58.59,"2023-10-25"
3113,224.5,"2023-10-25"
3114,4241.24,"2023-10-25"
3116,53.09,"2023-10-25"
3116,486.77,"2023-10-25"
3116,34.3,"2023-10-25"
3116,130.25,"2023-10-25"
3118,582.3,"2023-10-25"
3118,157.69,"2023-10-25"
3118,300.91,"2023-10-25"
3119,138.61,"2023-10-25"
3120,545.8,"2023-10-25"
3122,664.5,"2023-10-25"
3123,243.47,"2023-10-25"
3123,105.2,"2023-10-25"
3124,43.01,"2023-10-25"
3124,207.06,"2023-10-25"
3124,102.03,"2023-10-25"
3125,350.74,"2023-10-25"
3126,479.04,"2023-10-25"
3126,1123.41,"2023-10-25"
3126,177.4,"2023-10-25"
3127,188.15,"2023-10-25"
3128,110.13,"2023-10-25"
3130,78.66,"2023-10-25"
3130,15.05,"2023-10-25"
3130,47.95,"2023-10-25"
3132,327.07,"2023-10-25"
3132,897.53,"2023-10-25"
3133,281.94,"2023-10-25"
3133,2382.84,"2023-10-25"
3135,100.3,"2023-10-25"
3137,350.85,"2023-10-25"
3139,891.7,"2023-10-25"
3140,61.44,"2023-10-25"
3141,139.73,"2023-10-25"
3141,831.19,"2023-10-25"
3142,331.18,"2023-10-25"
3148,3151.43,"2023-10-25"
3148,1984.98,"2023-10-25"
3148,1066.88,"2023-10-25"
3150,3756.21,"2023-10-25"
3151,429.69,"2023-10-25"
3151,112.18,"2023-10-25"
3152,187.46,"2023-10-25"
3152,352,"2023-10-25"
3153,249.99,"2023-10-25"
3155,155.66,"2023-10-25"
3157,240.78,"2023-10-25"
3160,2121.24,"2023-10-25"
3160,728.11,"2023-10-25"
3162,125.65,"2023-10-25"
3163,381.84,"2023-10-25"
3163,113,"2023-10-25"
3166,290.2,"2023-10-25"
3166,50.55,"2023-10-25"
3167,2807.81,"2023-10-25"
3168,567.26,"2023-10-25"
3171,756.31,"2023-10-25"
3174,42.03,"2023-10-25"
3174,277.73,"2023-10-25"
3177,1517.84,"2023-10-25"
3177,250.95,"2023-10-25"
3177,2159.72,"2023-10-25"
3179,27.4,"2023-10-25"
3179,97.33,"2023-10-25"
3180,3195.02,"2023-10-25"
3180,1342.88,"2023-10-25"
3180,683.85,"2023-10-25"
3180,35.93,"2023-10-25"
3182,196.32,"2023-10-25"
3182,62.01,"2023-10-25"
3183,330.75,"2023-10-25"
3183,360.33,"2023-10-25"
3186,266.18,"2023-10-25"
3189,201.37,"2023-10-25"
3189,234.27,"2023-10-25"
3190,96.43,"2023-10-25"
3190,178.03,"2023-10-25"
3191,82.41,"2023-10-25"
3192,282.05,"2023-10-25"
3193,64.06,"2023-10-25"
3194,354.5,"2023-10-25"
3194,1205,"2023-10-25"
3194,831.83,"2023-10-25"
3195,251.93,"2023-10-25"
3195,34.85,"2023-10-25"
3195,208.69,"2023-10-25"
3196,437.24,"2023-10-25"
3196,67.22,"2023-10-25"
3198,356.18,"2023-10-25"
3199,2654.85,"2023-10-25"
3199,2094.5,"2023-10-25"
3201,51.66,"2023-10-25"
3202,121.19,"2023-10-25"
3203,213.81,"2023-10-25"
3203,36.66,"2023-10-25"
3204,95.27,"2023-10-25"
3206,279.61,"2023-10-25"
3208,6655.23,"2023-10-25"
3208,3154.37,"2023-10-25"
3210,106.17,"2023-10-25"
3211,673.47,"2023-10-25"
3213,1203.71,"2023-10-25"
3213,124.93,"2023-10-25"
3213,350.69,"2023-10-25"
3213,56.75,"2023-10-25"
3213,64.21,"2023-10-25"
3214,207.79,"2023-10-25"
3214,443.65,"2023-10-25"
3215,453.66,"2023-10-25"
3215,192.73,"2023-10-25"
3216,268.51,"2023-10-25"
3217,244.8,"2023-10-25"
3217,380.98,"2023-10-25"
3217,64.04,"2023-10-25"
3217,285.73,"2023-10-25"
3218,1067.04,"2023-10-25"
3219,1105.13,"2023-10-25"
3219,713.37,"2023-10-25"
3221,939.6,"2023-10-25"
3221,72.08,"2023-10-25"
3223,120.95,"2023-10-25"
3223,69.32,"2023-10-25"
3224,126.27,"2023-10-25"
3225,264.12,"2023-10-25"
3226,16.9,"2023-10-25"
3227,265.43,"2023-10-25"
3228,865.26,"2023-10-25"
3230,68.85,"2023-10-25"
3232,1285.36,"2023-10-25"
3233,204.84,"2023-10-25"
3234,211.78,"2023-10-25"
3235,96.95,"2023-10-25"
3235,1622.12,"2023-10-25"
3236,110.99,"2023-10-25"
3237,32.24,"2023-10-25"
3237,92.11,"2023-10-25"
3238,408.21,"2023-10-25"
3239,88.52,"2023-10-25"
3240,149.46,"2023-10-25"
3242,769.37,"2023-10-25"
3243,84.65,"2023-10-25"
3243,628.44,"2023-10-25"
3243,26.32,"2023-10-25"
3243,164.54,"2023-10-25"
3243,141.6,"2023-10-25"
3243,704.55,"2023-10-25"
3244,142.69,"2023-10-25"
3244,426.01,"2023-10-25"
3244,191.79,"2023-10-25"
3245,477.71,"2023-10-25"
3245,1611.96,"2023-10-25"
3246,94.71,"2023-10-25"
3246,87.2,"2023-10-25"
3246,962.22,"2023-10-25"
3247,226.93,"2023-10-25"
3247,37.66,"2023-10-25"
3247,99.6,"2023-10-25"
3248,329.33,"2023-10-25"
3249,198.17,"2023-10-25"
3250,115.85,"2023-10-25"
3250,70.12,"2023-10-25"
3251,134.34,"2023-10-25"
3253,461.76,"2023-10-25"
3253,105.78,"2023-10-25"
3254,527.13,"2023-10-25"
3255,311.63,"2023-10-25"
3255,125.02,"2023-10-25"
3255,26.25,"2023-10-25"
3257,85.05,"2023-10-25"
3258,400.65,"2023-10-25"
3258,1282.2,"2023-10-25"
3258,478.88,"2023-10-25"
3259,59.5,"2023-10-25"
3259,202.14,"2023-10-25"
3260,109.58,"2023-10-25"
3264,94.32,"2023-10-25"
3266,53.64,"2023-10-25"
3266,74.65,"2023-10-25"
3266,372.6,"2023-10-25"
3267,14893.49,"2023-10-25"
3267,4320.77,"2023-10-25"
3267,701.36,"2023-10-25"
3269,78.22,"2023-10-25"
3273,1308.3,"2023-10-25"
3273,100.01,"2023-10-25"
3273,72.27,"2023-10-25"
3275,98.22,"2023-10-25"
3275,1699.97,"2023-10-25"
3276,229.98,"2023-10-25"
3276,120.64,"2023-10-25"
3279,453.36,"2023-10-25"
3280,38.06,"2023-10-25"
3284,136.98,"2023-10-25"
3285,308.9,"2023-10-25"
3285,49.94,"2023-10-25"
3285,94.28,"2023-10-25"
3286,470.39,"2023-10-25"
3287,65.75,"2023-10-25"
3287,34.92,"2023-10-25"
3287,197.42,"2023-10-25"
3287,2022.21,"2023-10-25"
3289,614.72,"2023-10-25"
3289,342.08,"2023-10-25"
3297,142.64,"2023-10-25"
3297,553.19,"2023-10-25"
3299,66.52,"2023-10-25"
3300,298.19,"2023-10-25"
3300,121.32,"2023-10-25"
3300,22.5,"2023-10-25"
3302,339.71,"2023-10-25"
3303,1960.06,"2023-10-25"
3304,952.91,"2023-10-25"
3305,170.99,"2023-10-25"
3305,63.27,"2023-10-25"
3305,75.14,"2023-10-25"
3306,139.57,"2023-10-25"
3307,5384.95,"2023-10-25"
3307,372.23,"2023-10-25"
3308,78.18,"2023-10-25"
3310,188.82,"2023-10-25"
3312,46.31,"2023-10-25"
3312,41.77,"2023-10-25"
3314,1012.22,"2023-10-25"
3314,821.28,"2023-10-25"
3315,278.88,"2023-10-25"
3317,103.55,"2023-10-25"
3317,34.98,"2023-10-25"
3320,2144.82,"2023-10-25"
3321,97.42,"2023-10-25"
3321,1732.34,"2023-10-25"
3322,61.63,"2023-10-25"
3323,255.96,"2023-10-25"
3325,81,"2023-10-25"
3326,3700.47,"2023-10-25"
3328,84.42,"2023-10-25"
3328,155.2,"2023-10-25"
3330,277.83,"2023-10-25"
3331,907,"2023-10-25"
3333,84.52,"2023-10-25"
3333,140.81,"2023-10-25"
3334,33.47,"2023-10-25"
3334,175.03,"2023-10-25"
3335,160.94,"2023-10-25"
3335,277.26,"2023-10-25"
3335,53.91,"2023-10-25"
3337,327.56,"2023-10-25"
3338,147.94,"2023-10-25"
3339,59.97,"2023-10-25"
3339,629.06,"2023-10-25"
3339,152.74,"2023-10-25"
3340,213.33,"2023-10-25"
3342,851.7,"2023-10-25"
3342,101.45,"2023-10-25"
3342,219.45,"2023-10-25"
3343,927.61,"2023-10-25"
3343,351.15,"2023-10-25"
3344,180.04,"2023-10-25"
3345,226.56,"2023-10-25"
3346,102.29,"2023-10-25"
3346,420.26,"2023-10-25"
3348,204.12,"2023-10-25"
3348,88.54,"2023-10-25"
3349,111.54,"2023-10-25"
3349,324.58,"2023-10-25"
3350,70.54,"2023-10-25"
3351,378.39,"2023-10-25"
3351,427.87,"2023-10-25"
3351,69.96,"2023-10-25"
3353,587.7,"2023-10-25"
3353,124.2,"2023-10-25"
3354,695.78,"2023-10-25"
3356,242.38,"2023-10-25"
3358,36.44,"2023-10-25"
3359,322.3,"2023-10-25"
3359,70.23,"2023-10-25"
3359,99.93,"2023-10-25"
3360,235.7,"2023-10-25"
3361,437.25,"2023-10-25"
3362,97.12,"2023-10-25"
3363,1435.17,"2023-10-25"
3363,267.05,"2023-10-25"
3364,20.23,"2023-10-25"
3364,25.64,"2023-10-25"
3365,70.87,"2023-10-25"
3366,544.17,"2023-10-25"
3367,59.25,"2023-10-25"
3367,57.27,"2023-10-25"
3368,963.62,"2023-10-25"
3370,53.07,"2023-10-25"
3371,310.57,"2023-10-25"
3371,210.3,"2023-10-25"
3372,314.04,"2023-10-25"
3374,73.18,"2023-10-25"
3374,169.76,"2023-10-25"
3374,187.81,"2023-10-25"
3376,237.13,"2023-10-25"
3376,177.07,"2023-10-25"
3378,83.03,"2023-10-25"
3378,359.49,"2023-10-25"
3379,267.34,"2023-10-25"
3380,187.06,"2023-10-25"
3381,888.46,"2023-10-25"
3381,2982.45,"2023-10-25"
3387,970.57,"2023-10-25"
3387,736.26,"2023-10-25"
3387,106.52,"2023-10-25"
3390,154.46,"2023-10-25"
3390,107.28,"2023-10-25"
3391,182.42,"2023-10-25"
3393,175.96,"2023-10-25"
3394,945.64,"2023-10-25"
3395,109.03,"2023-10-25"
3396,725.7,"2023-10-25"
3396,1005.73,"2023-10-25"
3397,127.83,"2023-10-25"
3398,352.12,"2023-10-25"
3399,295.55,"2023-10-25"
3400,32.37,"2023-10-25"
3401,82.21,"2023-10-25"
3407,101.11,"2023-10-25"
3407,400.07,"2023-10-25"
3407,152.54,"2023-10-25"
3408,1930.94,"2023-10-25"
3409,141.96,"2023-10-25"
3409,98.95,"2023-10-25"
3409,298.42,"2023-10-25"
3412,12847.9,"2023-10-25"
3413,187.25,"2023-10-25"
3414,38.48,"2023-10-25"
3414,443.31,"2023-10-25"
3415,129.08,"2023-10-25"
3415,34.13,"2023-10-25"
3415,222.26,"2023-10-25"
3416,90.3,"2023-10-25"
3417,305.17,"2023-10-25"
3417,390.89,"2023-10-25"
3419,28.41,"2023-10-25"
3419,306.46,"2023-10-25"
3419,461.41,"2023-10-25"
3422,76.9,"2023-10-25"
3423,70.73,"2023-10-25"
3423,25.78,"2023-10-25"
3423,468.25,"2023-10-25"
3423,1435.32,"2023-10-25"
3423,159.02,"2023-10-25"
3424,550.89,"2023-10-25"
3427,519.07,"2023-10-25"
3427,168.27,"2023-10-25"
3428,1292.18,"2023-10-25"
3429,1160.4,"2023-10-25"
3430,108.79,"2023-10-25"
3430,52.2,"2023-10-25"
3431,841.18,"2023-10-25"
3432,130.21,"2023-10-25"
3434,297.39,"2023-10-25"
3437,107.2,"2023-10-25"
3437,64.64,"2023-10-25"
3437,55.52,"2023-10-25"
3438,1665.55,"2023-10-25"
3438,173.67,"2023-10-25"
3438,300.42,"2023-10-25"
3438,20.87,"2023-10-25"
3439,174.57,"2023-10-25"
3441,196.85,"2023-10-25"
3442,246.99,"2023-10-25"
3443,352.33,"2023-10-25"
3444,116.1,"2023-10-25"
3445,712.52,"2023-10-25"
3448,800.51,"2023-10-25"
3449,394.87,"2023-10-25"
3452,2026.98,"2023-10-25"
3456,251.78,"2023-10-25"
3458,541.52,"2023-10-25"
3458,229.84,"2023-10-25"
3459,193.3,"2023-10-25"
3461,67.29,"2023-10-25"
3461,456.91,"2023-10-25"
3461,98.92,"2023-10-25"
3462,74.08,"2023-10-25"
3462,142.99,"2023-10-25"
3465,70.85,"2023-10-25"
3466,970,"2023-10-25"
3466,172.96,"2023-10-25"
3466,3528.74,"2023-10-25"
3466,278.99,"2023-10-25"
3467,396.8,"2023-10-25"
3467,88.97,"2023-10-25"
3468,199.93,"2023-10-25"
3471,3673.38,"2023-10-25"
3472,656.43,"2023-10-25"
3473,126.26,"2023-10-25"
3473,32.15,"2023-10-25"
3474,235.15,"2023-10-25"
3474,240.56,"2023-10-25"
3474,307.44,"2023-10-25"
3475,448.58,"2023-10-25"
3476,59.42,"2023-10-25"
3477,40.15,"2023-10-25"
3478,335.92,"2023-10-25"
3479,157.4,"2023-10-25"
3480,425.99,"2023-10-25"
3480,79.14,"2023-10-25"
3480,147.47,"2023-10-25"
3480,239.35,"2023-10-25"
3481,1222.61,"2023-10-25"
3482,875.9,"2023-10-25"
3484,185.58,"2023-10-25"
3485,448.98,"2023-10-25"
3487,88.65,"2023-10-25"
3487,107.23,"2023-10-25"
3487,143.06,"2023-10-25"
3488,39.2,"2023-10-25"
3488,160.54,"2023-10-25"
3489,237.06,"2023-10-25"
3489,61.35,"2023-10-25"
3490,38.26,"2023-10-25"
3490,3462.92,"2023-10-25"
3494,175.2,"2023-10-25"
3494,443.09,"2023-10-25"
3494,168.18,"2023-10-25"
3495,722.14,"2023-10-25"
3496,815.33,"2023-10-25"
3496,1889.34,"2023-10-25"
3497,344.28,"2023-10-25"
3497,95.16,"2023-10-25"
3497,86.34,"2023-10-25"
3498,3339.13,"2023-10-25"
3499,571.23,"2023-10-25"
3501,2115.11,"2023-10-25"
3502,319.55,"2023-10-25"
3503,2541.38,"2023-10-25"
3503,527.43,"2023-10-25"
3504,135.87,"2023-10-25"
3505,676.65,"2023-10-25"
3506,31.31,"2023-10-25"
3509,322.63,"2023-10-25"
3510,314.26,"2023-10-25"
3510,307.16,"2023-10-25"
3510,304.72,"2023-10-25"
3511,118.72,"2023-10-25"
3511,187.09,"2023-10-25"
3511,114.61,"2023-10-25"
3513,1517.5,"2023-10-25"
3514,657.67,"2023-10-25"
3515,205.24,"2023-10-25"
3518,5778.99,"2023-10-25"
3519,61.76,"2023-10-25"
3519,98.68,"2023-10-25"
3522,97.52,"2023-10-25"
3524,693.75,"2023-10-25"
3525,110.66,"2023-10-25"
3526,402.64,"2023-10-25"
3527,1169.17,"2023-10-25"
3528,79.64,"2023-10-25"
3528,348.27,"2023-10-25"
3529,80.92,"2023-10-25"
3529,95.84,"2023-10-25"
3529,96.09,"2023-10-25"
3529,401.62,"2023-10-25"
3530,1533.82,"2023-10-25"
3530,48.25,"2023-10-25"
3532,499.68,"2023-10-25"
3532,419.97,"2023-10-25"
3533,53.84,"2023-10-25"
3534,182.83,"2023-10-25"
3535,2235.77,"2023-10-25"
3535,1327.66,"2023-10-25"
3536,729.09,"2023-10-25"
3537,291.67,"2023-10-25"
3537,20.19,"2023-10-25"
3539,573.91,"2023-10-25"
3542,228.31,"2023-10-25"
3542,480.86,"2023-10-25"
3542,188.89,"2023-10-25"
3543,161.32,"2023-10-25"
3544,119.38,"2023-10-25"
3545,94.92,"2023-10-25"
3545,455.3,"2023-10-25"
3545,181.07,"2023-10-25"
3545,49.16,"2023-10-25"
3546,286.44,"2023-10-25"
3546,77.51,"2023-10-25"
3546,21.89,"2023-10-25"
3546,168.27,"2023-10-25"
3547,261.4,"2023-10-25"
3547,455.35,"2023-10-25"
3548,7020.21,"2023-10-25"
3548,4437.77,"2023-10-25"
3550,69.92,"2023-10-25"
3551,338.18,"2023-10-25"
3551,207.3,"2023-10-25"
3551,316.62,"2023-10-25"
3552,124.25,"2023-10-25"
3553,587.92,"2023-10-25"
3554,438.78,"2023-10-25"
3554,175.51,"2023-10-25"
3555,299.15,"2023-10-25"
3556,86.22,"2023-10-25"
3556,10.29,"2023-10-25"
3557,103.67,"2023-10-25"
3559,1292.19,"2023-10-25"
3560,1247.07,"2023-10-25"
3561,1101.92,"2023-10-25"
3562,16.36,"2023-10-25"
3563,120.62,"2023-10-25"
3564,58.94,"2023-10-25"
3565,275.02,"2023-10-25"
3566,138.35,"2023-10-25"
3566,339.46,"2023-10-25"
3566,440.02,"2023-10-25"
3566,70.68,"2023-10-25"
3568,4461.88,"2023-10-25"
3568,753.48,"2023-10-25"
3568,1291.44,"2023-10-25"
3568,1082.66,"2023-10-25"
3569,23.27,"2023-10-25"
3570,148.37,"2023-10-25"
3570,26.7,"2023-10-25"
3571,35.45,"2023-10-25"
3571,193.58,"2023-10-25"
3572,212.31,"2023-10-25"
3573,347.03,"2023-10-25"
3573,90.37,"2023-10-25"
3574,293.82,"2023-10-25"
3574,562.84,"2023-10-25"
3574,112.9,"2023-10-25"
3574,314.5,"2023-10-25"
3574,33.68,"2023-10-25"
3575,359.74,"2023-10-25"
3575,523.2,"2023-10-25"
3575,878.88,"2023-10-25"
3575,207.77,"2023-10-25"
3576,200.48,"2023-10-25"
3576,291.78,"2023-10-25"
3579,441.47,"2023-10-25"
3580,684.87,"2023-10-25"
3581,959.07,"2023-10-25"
3581,1514.01,"2023-10-25"
3582,207.31,"2023-10-25"
3584,127.12,"2023-10-25"
3584,3010.13,"2023-10-25"
3584,342.78,"2023-10-25"
3585,271.09,"2023-10-25"
3585,44.26,"2023-10-25"
3585,132.32,"2023-10-25"
3588,171.21,"2023-10-25"
3588,458.67,"2023-10-25"
3589,574.03,"2023-10-25"
3589,286.2,"2023-10-25"
3591,253.49,"2023-10-25"
3592,248.63,"2023-10-25"
3593,3494.27,"2023-10-25"
3594,3552.72,"2023-10-25"
3595,294.72,"2023-10-25"
3596,70.14,"2023-10-25"
3596,162.76,"2023-10-25"
3596,153.74,"2023-10-25"
3597,759.47,"2023-10-25"
3598,144.81,"2023-10-25"
3598,93.32,"2023-10-25"
3598,1290.84,"2023-10-25"
3600,6173.46,"2023-10-25"
3602,1363.1,"2023-10-25"
3602,2545.32,"2023-10-25"
3604,372.34,"2023-10-25"
3605,321.47,"2023-10-25"
3606,109.64,"2023-10-25"
3606,166.69,"2023-10-25"
3607,520.82,"2023-10-25"
3607,143.23,"2023-10-25"
3608,36.89,"2023-10-25"
3609,575.86,"2023-10-25"
3609,64.33,"2023-10-25"
3609,136.36,"2023-10-25"
3609,95.36,"2023-10-25"
3611,137.77,"2023-10-25"
3612,445.02,"2023-10-25"
3612,175.1,"2023-10-25"
3613,57.71,"2023-10-25"
3615,281.78,"2023-10-25"
3617,224.91,"2023-10-25"
3618,887.26,"2023-10-25"
3620,145.02,"2023-10-25"
3620,433.69,"2023-10-25"
3621,108.18,"2023-10-25"
3622,400.11,"2023-10-25"
3624,193.7,"2023-10-25"
3625,111.43,"2023-10-25"
3626,169.72,"2023-10-25"
3626,201.04,"2023-10-25"
3626,856.62,"2023-10-25"
3627,474.24,"2023-10-25"
3630,101.68,"2023-10-25"
3631,193.06,"2023-10-25"
3632,442.44,"2023-10-25"
3634,42.55,"2023-10-25"
3634,236.4,"2023-10-25"
3635,200.65,"2023-10-25"
3635,509.65,"2023-10-25"
3636,304.36,"2023-10-25"
3637,411.39,"2023-10-25"
3638,2006.03,"2023-10-25"
3639,375.43,"2023-10-25"
3640,2106.7,"2023-10-25"
3640,193.8,"2023-10-25"
3643,2878.27,"2023-10-25"
3643,3549.59,"2023-10-25"
3643,318.74,"2023-10-25"
3644,172.74,"2023-10-25"
3645,152.02,"2023-10-25"
3646,66.55,"2023-10-25"
3646,67.83,"2023-10-25"
3646,79.73,"2023-10-25"
3649,87.69,"2023-10-25"
3650,401.88,"2023-10-25"
3650,316.21,"2023-10-25"
3651,167.98,"2023-10-25"
3651,183.72,"2023-10-25"
3654,1050.66,"2023-10-25"
3654,42.75,"2023-10-25"
3655,190.17,"2023-10-25"
3655,303.9,"2023-10-25"
3655,205.43,"2023-10-25"
3656,766.88,"2023-10-25"
3657,254.1,"2023-10-25"
3658,138.62,"2023-10-25"
3659,84.19,"2023-10-25"
3659,153.59,"2023-10-25"
3660,212.91,"2023-10-25"
3661,158.2,"2023-10-25"
3662,495.15,"2023-10-25"
3662,383.16,"2023-10-25"
3663,2894.06,"2023-10-25"
